productId^name^catIds
36768^HUAWEI 华为 Ascend P6 3G手机(阿尔卑斯白 电信定制)CDMA2000/GSM、双卡双待、纤薄机身、金属质感、800万像素、android 4.2系统、4.7英寸屏幕^1128|640|304
39195^天堂伞三折晴雨伞 兰色 国色天香392E^933|659|442
40890^Fuhlen 富勒 M8眩光舞者时尚节能无线鼠标(雅黑)(眩光.悦动.时尚炫舞鼠标 12个月免换电池 高精度光学寻迹引擎 超细微接收器10米传输距离)^1057|439|736
42768^古汉语常用字字典(缩印本)^832|476|739
43564^草房子^832|1101|1086
43712^PNY 必恩威 纽约双子盘 甜心桃 8GB 优盘^1057|268|378
44692^ECOLA 宜客莱 CD-EL130 多功能电脑清洁套装(清洁液+清洁刷+清洁布 三件套 快速去污渍 适合各种数码产品清洁)^1057|439|1085
45197^草房子^832|1101|1086
46607^TP-LINK TL-WR847N 300M无线路由器^1057|390|815
46771^Lenovo 联想 A798T 3G手机 TD-SCDMA/GSM (深邃黑)移动定制^1128|640|304
47095^HTC T329d CDMA2000/GSM 3G手机(黑色 电信定制) 双模双待双通,4.0英寸显示屏,双核1G^1128|640|304
48907^洗颜专科柔澈泡沫卸妆乳液150ml(进)^916|451|406
49616^红楼梦^832|519|1
49999^有些事现在不做,一辈子都不会做了^832|665|994
53093^FLYCO飞科剃须刀FS820(电动充电 旋转式双刀头 电源线式充电 8小时充电 轻触式开关 豪华礼筒 双环极速刀网)^222|621|691
56584^华胥引(套装共2册)(附赠唯美手绘高清拉页)^832|519|402
56918^哈佛凌晨四点半:哈佛大学送给青少年的最好礼物^832|665|45
57272^因为痛,所以叫青春:写给独自站在人生路口的你(精装版)^832|519|402
58775^Edifier漫步者 R101V 2.1多媒体音箱(黑色 入门首选,超高人气销量)^1057|439|1064
59199^红楼梦^832|519|1
59605^PHILIPS飞利浦HQ902/15两刀头干电式电动剃须刀^222|621|691
60159^PNY 必恩威 巴黎双子盘 浪漫紫罗 8GB 优盘^1057|268|378
62138^WD 西部数据 My Passport 2.5' USB3.0 2TB移动硬盘(黑色 WDBY8L0020BBK-PESN-CH)^1057|268|814
63040^三国演义^832|519|1
64750^沉思录^832|723|396
66003^诺基亚N1280(NOKIA N1280)简约超长待机直板手机(黑色)^1128|640|304
67692^阿狸?梦之城堡^832|519|164
68980^红楼梦(套装上下册)(人民文学版新版)^832|519|1
70941^素年锦时^832|519|402
71354^PHILIPS飞利浦PQ202/16两刀头干电式电动剃须刀(黑色)^222|621|691
71712^我就是想停下来,看看这个世界(单身女孩,休学旅行)^832|1101|1086
75389^岛^832|723|221
75596^三国演义^832|519|1
75636^FLYCO飞科剃须刀FS829(电动充电 旋转式双刀头 双环贴面刀网 磨砂外观 轻触式开关)^222|621|691
75701^世界因你不同:李开复自传^832|151|305
77623^译文名著文库056:一九八四^832|519|1
78093^博集诗意生活系列:你是人间的四月天^832|519|599
79624^一个人的好天气^832|519|1
80657^TP-LINK TL-WR841N 300M无线路由器 新老版本随机发货^1057|390|815
80981^我的不完美^832|1101|1086
85873^世界因你不同:李开复自传(附李开复演讲视频DVD1张)^832|151|305
87086^你是那人间的四月天(附赠林徽因精美诗集《谁爱这不息的变幻》)^832|519|599
87217^不能承受的生命之轻^832|519|1
89326^Pride and Prejudice^832|476|923
89515^Steve Jobs (Audiobook, Unabridged)^832|476|923
90564^挪威的森林^832|723|221
90605^朗文?外研社?新概念英语3(学生用书)(盒装CD版)(附光盘3张)^832|1101|921
90897^Elizabeth Arden伊丽莎白雅顿绿茶香水30ml(进)^916|416|553
91169^ThinkPad 原装USB光电鼠标 31P7410^1057|439|736
96172^Rocher费列罗T5榛果威化巧克力62.5g (进口)^67|550|230
97073^红楼梦^832|519|599
98166^阿狸????永远站^832|519|164
100335^新东方?GRE词汇精选(附mp3光盘1张)^832|1101|1116
101056^L'OREAL PARIS巴黎欧莱雅男士劲能深层净化洁面膏100ml^916|502|1025
102383^30年后,你拿什么养活自己?^832|151|934
102515^Kingston 金士顿 KVR1333 4G 笔记本内存(DDR3 1333 4G)^1057|24|851
102886^背包十年:我的职业是旅行(历经十年,如何从菜鸟背包客成为职业旅行家)^832|665|121
104168^谢谢你离开我^832|1101|1086
104398^HUAWEI 华为 Ascend P6 3G手机(俊逸黑)TD-SCDMA/GSM、纤薄机身、金属质感、800万像素、android 4.2系统、4.7英寸屏幕 移动定制^1128|640|304
104694^SanDisk 闪迪 microSDHC Class10 32GB 至尊极速移动存储卡 UHS-1制式 读取速度最高可达45MB/s(中英文随机发货)^1057|268|902
104944^柏图 适配Kindle Paperwhite保护套(适用于1代和2代) KPW保护皮套 电子书套 纤薄疯马纹保护壳 咖啡色 特制材料可休眠 内含高清贴膜套装 咖啡色^1128|823|490
106819^高等数学(第6版)(上册)^832|1101|1116
107660^不负如来不负卿:六世达赖仓央嘉措的诗与情^832|519|599
108671^MERCURY 水星网络 MW310R 300M无线宽带路由器^1057|390|815
109236^因为痛,所以叫青春:写给独自站在人生路口的你^832|519|402
109473^SAMSUNG三星 S7568 3G智能手机(白色)TD-SCDMA/GSM移动定制 Android 4.0 4英寸大屏 1G超快处理器^1128|640|304
109582^SAMSUNG 三星 S7572 双卡3G智能手机(白色) Android 4.1系统 4.0英寸大屏 1.2GHz双核处理器^1128|640|304
110946^世界上最伟大的推销员^832|151|305
114037^SanDisk 闪迪 手机存储卡microSDHC Class4 4GB TF卡^1057|268|902
114046^Apple iPhone 4(8G) 3G智能手机(白色)^1128|640|304
114733^别相信任何人^832|519|1
116405^世界上最伟大的推销员(附盘)^832|1101|1086
119166^TP-LINK TL-WN725N 微型150M无线USB网卡^1057|390|956
121304^红楼梦^832|519|1
121795^三国演义^832|519|1
122144^九阳电压力锅JYY-50YL1(5升电脑版、10小时预约、九大菜单、保温功能)^222|964|310
122330^PNY 必恩威 纽约双子盘 甜心桃 32GB 优盘^1057|268|378
122417^不能承受的生命之轻^832|723|396
124051^Rocher费列罗T96婚礼装巧克力1200g (进口)^67|550|230
126767^飞利浦台灯Metallic Silver 流光银FDS500^571|326|327
127314^朗文????外研社????新概念英语2(学生用书)(盒装CD版)(附光盘3张)^832|1101|921
127544^可悠然美肌沐浴露550ml(恬静清香 )(进)^916|722|171
129185^Kingston 金士顿 4G SDHC Class4 SD卡^57|881|303
130857^Tenda 腾达N4 150M无线路由器(20个一箱,整箱出货)^1057|390|815
132358^别笑!我是英文单词书^832|1101|1086
132542^别笑我是英文单词书(彩色图文本)^832|1101|921
134881^WD 西部数据 My Passport 2.5' USB3.0 1TB移动硬盘(银色 WDBBEP0010BSL-PESN-CH )^1057|268|814
135346^Tenda 腾达 N300 v2 300M无线路由器 白色(产品切换,V1、V2版本随机发货)^1057|390|815
135874^我所理解的生活^832|1101|1086
137197^Pride and Prejudice^832|476|923
138366^AKG K420 便携折叠式头戴耳机 小耳罩设计 音场丰厚开阔 强劲低音 尽情享“乐” 附收纳袋^1057|439|992
138554^这些都是你给我的爱^832|1101|1086
139060^Neutrogena露得清深层净化洗面乳二支特惠装100g*2(特卖)(新老包装更替中,随机发货)^916|451|406
140259^Canon 佳能 EOS 600D 数码单反Wzoom KIT套机(EFs 18-55mm/f3.5-5.6IS II镜头+EF-S55-250 IS 镜头^1128|31|591
140482^三国演义^832|519|1
140613^TOSHIBA 东芝 黑甲虫系列 2.5寸 750GB USB3.0 移动硬盘(黑色)^1057|268|814
141069^WD 西部数据 My Passport 2.5' USB3.0 1TB移动硬盘( 红色 WDBBEP0010BRD-PESN-CH)^1057|268|814
143509^苏菲的世界^916|314|383
145218^好妈妈胜过好老师^832|665|45
145678^SanDisk闪迪UltraSDHCClass10200X8G至尊高速SDHC存储卡深灰色^1057|268|902
147435^茅盾文学奖获奖作品全集:白鹿原^832|519|1
148103^哈利????波特与死亡圣器(火热发货!)^832|1101|1086
148878^PNY 必恩威 巴黎双子盘 浪漫紫罗 16GB 优盘^1057|268|378
151104^L'OREAL PARIS巴黎欧莱雅男士控油炭爽抗黑头洁面膏100ml^916|502|1025
154318^Cetaphil丝塔芙洗面奶200ml(特卖)^916|451|406
155001^PHILIPS飞利浦HP8203/00均衡呵护系列负离子功能电吹风^222|621|521
156103^气场修习术^832|151|305
159184^三国演义(上下)^832|519|1
159512^万历十五年^832|723|86
160597^白鹿原^832|519|1
161660^你是那人间的四月天(典藏本)^832|519|599
163691^Steve Jobs:The Exclusive Biography (史蒂夫????乔布斯传)(英国版)(CD)^832|476|923
163997^乐扣乐扣(lock&lock)普通型水杯HPL931M(470ml)^933|833|289
164976^三国演义^832|519|1
165801^Edifier漫步者 R201T北美版 2.1声道音箱(黑色 实惠影音播放全能王)^1057|439|1064
167781^Motorola 摩托罗拉 XT788 3G手机(黑色 电信定制)CDMA2000/GSM 双模双待 1.2GHz双核 Android 4.0系统 4.3寸康宁防刮玻璃屏 800M背照式摄像头 9.9mm超薄机身^1128|640|304
168837^围城(附光盘1片)^832|1101|921
168854^Edifier漫步者 R201TIII 2.1声道音箱(黑色 简约经典 销量逾百万)^1057|439|1064
172149^情人????乌发碧眼^832|519|1
172401^SanDisk 闪迪 Extreme Pro microSDHC Class10 16GB至尊超极速移动存储卡 UHS-1制式 写最高90MB/s,读最高95MB/s 支持3D视频拍摄(红黑、红金两种颜色随机配送)^1057|268|902
172408^Fuhlen 富勒 M8眩光舞者时尚节能无线鼠标(湖蓝)(眩光.悦动.时尚炫舞鼠标 12个月免换电池 高精度光学寻迹引擎 超细微接收器10米传输距离)^1057|439|736
173307^肖秀荣2014考研政治命题人1000题(2014版)^832|1101|1116
173892^名家推荐世界名著:红楼梦(畅销升级版)^832|723|1052
174187^三国演义(精装)^832|519|1
174814^民主的细节^832|723|221
175169^Rocher费列罗T8榛果威化巧克力100g (进口)^67|550|230
177637^倾城之恋^832|519|402
179855^三国演义(套装上下册)^832|519|1
182564^阿狸????永远站^832|519|164
183418^谁的青春不迷茫^832|1101|1086
183679^全新Kindle Paperwhite电子书阅读器^1128|348|1119
184282^追风筝的人^832|519|1
184371^【周年庆】柏图 适配Kindle Paperwhite保护套(适用于1代和2代) KPW保护皮套 电子书套 Kindle商务款保护壳深蓝 可携带电容笔 内含高清贴膜套装 精选商务款深蓝^1128|823|490
184410^Pride and Prejudice^832|476|923
184565^FLYCO飞科剃须刀FS812(电动充电 旋转式双刀头 全网爆款 双环贴面刀网 磨砂外观 轻触式开关)^222|621|691
186035^我的奋斗(附DVD光盘1张)^832|1101|1116
186429^麦田里的守望者^832|519|1
189412^围城^832|552|892
193064^TP-LINK TL-WR710N 150M迷你型无线路由器^1057|390|815
193377^SanDisk闪迪ExtremeSDXCUHS-1Class10300X64G至尊极速高清SD卡-45MB/s(新老包装随机发货)^1057|268|902
195346^红楼梦^832|519|1
196131^飞利浦 Philips SHE1360 (耳塞式耳机 浓缩即是精华!)^1057|439|992
197115^TAILI太力AY167大号棉被衣物真空压缩袋(80*100cm 4个装)^933|217|195
197977^因为痛,所以叫青春:写给独自站在人生路口的你^832|519|402
198724^TOSHIBA 东芝 黑甲虫系列 2.5寸 1TB USB3.0 移动硬盘(白色)^1057|268|814
200367^C++Primer中文版(第4版)^832|1096|43
201377^PNY 必恩威 巴黎双子盘 浪漫紫罗 32GB 优盘^1057|268|378
201454^小王子(65周年纪念版)^832|1101|1086
203606^完美情人吴奇隆:巴黎-7℃的浪漫(精美礼盒装)(附视频光盘1张+笔记本1个+巴黎写真明信片7张+海报1张)^57|614|33
203971^如何说孩子才会听 怎么听孩子才肯说(2012修订版)^832|665|45
204025^围城^832|519|1
204437^WD 西部数据 My Passport 超便携移动硬盘 2.5英寸 USB3.0 2TB 银色 WDBY8L0020BSL^1057|268|814
205846^万历十五年(增订纪念本)^832|723|86
206404^0-3岁小婴孩必备全书:经典童话本(套装10本)(童话大师传世名作)^832|1101|1086
208014^鸟哥的Linux私房菜:基础学习篇(第3版)^832|1096|43
208995^NOKIA 诺基亚 1010 双SIM卡 音乐手机(黑色 非定制机)^1128|640|304
209038^Logitech 罗技MK270无线键鼠套装(NANO优联接收器,简约设计,省电耐用,三年质保)^1057|439|962
212138^星空^832|519|164
212449^MERCURY 水星网络 MW150R 11N 150M无线宽带路由器(此款产品老版本为8个显示灯,新老版本随机发货)^1057|390|815
214714^慢慢来,一切都来得及^832|665|45
214958^HUAWEI 华为 T8951(G510)3G手机(黑色)移动定制版、4.5英寸大屏、android系统^1128|640|304
216672^万历十五年(增订纪念本)^832|723|221
218439^何以笙箫默(7周年精装珍藏版)^832|723|396
221126^Pride and Prejudice: (Penguin Classics Deluxe Edition)^832|476|923
221311^红楼梦^832|519|1
223743^Kingston 金士顿 8G SDHC Class4 SD卡^1057|268|902
224293^SanDisk闪迪UltraSDHCClass10200X32G至尊高速SDHC存储卡^1057|268|902
224571^"偷影子的人(附""青春初吻""纪念明信片)"^832|519|1
224940^摸着石头过河^832|1101|1086
227496^三星B309(Samsung B309)时尚镜面直板CDMA手机(黑 电信定制)^1128|640|304
227847^麦田里的守望者^832|519|1
228884^撒哈拉的故事^832|1101|1086
229122^NOKIA 诺基亚 1010 双SIM卡 音乐手机(红色 非定制机)^1128|640|304
231449^"致我们终将逝去的青春(附""致青春""珍藏卡册)"^832|519|402
238486^乌合之众:大众心理研究^832|723|189
239295^白鹿原^832|519|1
240056^新东方????4级词汇词根+联想记忆法(乱序版)(附MP3光盘)^832|1101|921
240210^自控力(斯坦福大学最受欢迎的心理学课程)^832|723|189
240220^WD 西部数据 My Passport 2.5' USB3.0 1TB移动硬盘(蓝色 WDBBEP0010BBL-PESN-CH)^1057|268|814
243604^草房子^832|1101|1086
243664^厚黑学(全本珍藏版)^832|723|1052
244195^PNY 必恩威 纽约双子盘 天空蓝 4GB 优盘^1057|268|378
244213^定本????育儿百科^832|665|285
244880^Canon 佳能 EOS 600D 数码单反套机(EFs 18-55mm/f3.5-5.6ISII镜头)^1128|31|591
246509^Logitech罗技M100r二代有线鼠标(白色,罗技最畅销有线鼠标,黑白双色,全尺寸设计,外形精巧,你值得拥有)^1057|439|962
247491^Pride and Prejudice^832|476|923
249344^三国演义^832|1101|1086
250451^最好的时光在路上:中国国家地理^832|665|121
251920^不曾走过,怎会懂得:没走过的,是路;走过的,才是人生^832|151|305
253659^情人(译文经典)^832|519|1
253869^牛津高阶英汉双解词典(第7版)^832|1101|921
255387^九阳豆浆机无网星DJ12B-A11DEC(全钢制浆、精钢机头)^222|964|935
258451^Bear小熊 酸奶机 SNJ-10A (加送4个分杯内胆,绿色,亚马逊订制)^222|964|1020
258458^L'OREAL PARIS巴黎欧莱雅清润全日保湿水精华凝露50ml(新老包装转换中)^916|451|157
259637^小狗钱钱^832|1101|1086
259978^与神对话:一生等待的书^832|1101|1086
260348^西尔斯亲密育儿百科(全球最权威最受欢迎的育儿百科最新定本)^832|665|285
260727^Microsoft 微软无线蓝影便携鼠标3500(金属灰 全球销量第一的鼠标 专利蓝影技术 办公首选 可以挑战任何表面 新老包装随机发货)^1057|439|736
260733^Kingston 金士顿 DDR3 1333 1GB 笔记本内存^1057|24|851
261355^Transcend 创见 microSDHC Class4 TF卡 4G^1057|268|902
262020^三国演义^832|519|1
262716^HUAWEI 华为 Ascend P6 3G手机(粉色 移动定制)TD-SCDMA/GSM、纤薄机身、金属质感、800万像素、android 4.2系统、4.7英寸屏幕^1128|640|304
265085^TP-LINK TL-WR740N 11N 150M无线路由器^1057|390|815
267569^HTC T329d CDMA2000/GSM 3G手机(闪客灰 电信定制) 双模双待双通,4.0英寸显示屏,双核1G^1128|640|304
270638^Kingston 金士顿 DataTraveler G3 16GB 优盘 蓝白^1057|268|378
272072^SanDisk 闪迪 手机存储卡microSDHC Class4 8GB TF卡^1057|268|902
275638^Edifier漫步者 H180 耳塞式耳机 黑色(经典时尚)^1057|439|992
275697^原来你非不快乐^832|665|994
275707^猜猜我有多爱你^832|1101|1086
280141^AKG K450 便携折叠式头戴耳机 音场丰厚开阔 单边出线可拆卸 附收纳盒^222|747|878
280454^logitech 罗技 M90有线光学鼠标 (黑色,即插即用光学跟踪技术,可靠和舒适!)^1057|439|736
286997^千纤草黄瓜水500ml^916|451|1123
289752^平凡的世界(套装共3部)^832|1101|1086
292051^平凡的世界(套装共3册)^832|1101|1086
294209^不畏将来 不念过去^832|723|221
294889^Pride and Prejudice^832|476|923
296778^千纤草丝瓜水500ml^916|451|1123
298346^Apple iPhone 4(8G) 3G智能手机(黑色)^1128|640|304
298393^Edifier漫步者 R201T12 2.1声道音箱(黑色 内外兼修 超500万销量)^1057|439|1064
298405^民主的细节:当代美国政治观察随笔(修订版)^832|723|221
299096^李宇春:2012最新专辑 再不疯狂我们就老了(CD)^57|614|33
300265^Edifier漫步者 H180 耳塞式耳机 白色(经典时尚)^1057|439|992
301362^大卫,不可以^832|1101|1086
301535^PHILIPS飞利浦HX1610/33Sonicare Sensiflex充电式电动牙刷(原型号HX1610/02,新老品更替,随机发货)^222|621|413
302217^Elizabeth Arden伊丽莎白雅顿绿茶香水50ml(进)(特卖)^916|416|553
303194^SanDisk闪迪UltraSDHCClass10200X16G至尊高速SDHC存储卡(新老包装随机发货)^1057|268|902
305512^Steve Jobs(史蒂夫????乔布斯传)(美国版)(CD)^832|476|923
306453^中国古典四大名著:三国演义^832|519|1
307545^百年孤独(根据马尔克斯指定版本翻译,未做任何增删)^832|519|1
312528^厚黑学^832|552|892
312698^香山电子健康秤EB9005L^222|430|969
314081^时寒冰说:经济大棋局,我们怎么办^832|723|221
314127^Microsoft 微软光学鼠标100(精致外观 手感舒适 超高性价比 满足您日常办公需求)^1057|439|736
316066^资生堂ZA洁面膏100g^916|451|406
317179^Davidoff大卫杜夫男士香水75ml(进)^916|416|553
317249^荆棘鸟(十周年典藏纪念版)^832|519|1
317387^SENIC 硕美科/声丽 MX-112 (黑色 耳塞式耳麦,较高性价比,实惠耐用!)^1057|439|992
317452^平凡的世界(套装全3册)^832|1101|1086
320012^红楼梦^832|519|1
321358^Steve Jobs: The Exclusive Biography^832|476|923
321652^译文经典:一九八四^832|519|1
322496^PHILIPS飞利浦HP8200/00电吹风^222|621|521
322532^星空^832|519|1076
323092^红楼梦^832|519|1
323358^Edifier漫步者 R101T北美 2.1声道多媒体音箱(黑色)^1057|439|1064
323519^Rapoo 雷柏 1090光学鼠标(经典黑)(智能自动对码/1000DPI高精度光学引擎)^1057|439|736
326582^Mentholatum曼秀雷敦男士冰爽活炭洁面乳150ml (特卖)^916|502|1025
326781^万历十五年^832|723|86
330709^WD 西部数据 My Passport 2.5' USB3.0 2TB移动硬盘(红色 WDBY8L0020BRD-PESN-CH)^1057|268|814
332416^别笑!我是英文单词书(全彩图文本)(随书附赠390分钟1、2、3.4英汉双语朗读光盘!)^832|1101|921
332759^飞利浦 Philips SHE2550 耳塞式耳机 (入门首选经典型号,全新包装升级版,包装更时尚!)^1057|439|992
332957^PNY 必恩威 纽约双子盘 天空蓝 8GB 优盘^1057|268|378
333125^素年锦时^832|552|892
333508^Canon 佳能 EOS 600D 数码单反套机(EF-S 18-135mm f/3.5-5.6 IS 镜头)^1128|31|591
336834^愿你与这世界温暖相拥^832|519|402
342922^偷书贼(2006 亚马逊网络书店年度选书)^832|519|1
343061^设计中的设计^832|519|1076
343531^SENIC 硕美科/声丽 ST-2688 (金色 有线动圈式耳麦,经典大耳罩!)^1057|439|992
343656^森海塞尔 Sennheiser CX 200 STREET II WHITE 入耳机耳机^1057|439|992
344473^三国演义^832|1101|374
345003^Tenda 腾达 N4 v2 150M无线路由器(产品切换,V1、V2版本随机发货)^1057|390|815
346009^白鹿原^832|519|1
346382^厚黑学(原版精装本)^832|723|396
347091^SanDisk 闪迪 microSDHC Class10 16GB 至尊极速移动存储卡 UHS-1制式 读取速度最高可达80MB/s 金红色^1057|268|902
348264^三国演义^832|519|1
348644^腾达 TENDA 150M无线路由器 W311R(新老外包装更换中,会随机发货)^1057|390|815
348924^红楼梦^832|519|1
350191^三国演义(珍藏版)^832|519|1
351060^Logitech 罗技 M185无线光学鼠标 (即插即用Nano接收器,三年质保)^1057|439|736
352021^Lenovo 联想 A820T TD-SCDMA/GSM 双卡双待 3G手机(白色 移动定制) 四核1.2G处理器 800万像素^1128|640|304
353799^沉思录^832|723|396
355070^Kingston 金士顿 DataTraveler 101 G2 4GB 优盘^1057|268|378
355168^iPod touch 4代 8GB MC540CH/A 黑色 多媒体播放器^1128|348|995
355488^TOSHIBA 东芝 黑甲虫系列 2.5寸 500GB USB3.0 移动硬盘(黑色)^1057|268|814
358266^朗文????外研社????新概念英语3(学生用书)(盒装磁带版)(附磁带3盘)^832|1101|921
358446^红楼梦^832|519|1
360638^G7 中原3合1速溶咖啡(16g*10包)160g(越南进口)^67|550|929
362577^TOSHIBA 东芝 黑甲虫系列 2.5英寸 2TB USB3.0 移动硬盘(黑色)^1057|268|814
363219^Sherlock Holmes: The Complete Novels and Stories Volume II^832|476|923
364792^三国演义^832|519|1
364878^微微一笑很倾城^832|519|402
365357^怀孕40周完美方案(升级畅销版)^832|665|566
365770^Kingston 金士顿 16G SDHC Class4 SD卡^57|881|303
366922^天堂伞三折超大加固雨伞 超强抗风防雨钢骨双人晴雨伞3309E 格 红色系列(颜色随机)^933|659|442
367460^Lenovo 联想 A820T 3G手机(深邃黑)TD-SCDMA/GSM 双卡双待 四核1.2G处理器 800万像素^1128|640|304
367592^HUAWEI 华为 Ascend P6 3G手机(阿尔卑斯白)TD-SCDMA/GSM、纤薄机身、金属质感、800万像素、android 4.2系统、4.7英寸屏幕 移动定制机^1128|640|304
368016^逃离^539|924|1073
368372^Steve Jobs: The Exclusive Biography (史蒂夫????乔布斯传)(英国版)^832|476|923
368386^Steve Jobs (史蒂夫?乔布斯传)(美国版)^832|476|923
368474^百年百部中国儿童文学经典书系:草房子^911|180|636
371019^FAST 迅捷 FW300R 300M无线路由器(此款产品老版本为8个显示灯,新老版本随机发货)^1057|390|815
371540^TP-LINK TL-WR845N 300M无线路由器^1057|390|815
371783^现代汉语词典(第6版)^832|476|739
372161^Fuhlen 富勒 M8眩光舞者时尚节能无线鼠标(桃红)(眩光.悦动.时尚炫舞鼠标 12个月免换电池 高精度光学寻迹引擎 超细微接收器10米传输距离)^1057|439|736
373594^星火英语?(2013年12月)六级预测试卷(新题型)(6级)(10套预测试题+2套优化真题)(附光盘1张)^832|1101|1116
376060^译文名著精选????一九八四^832|519|1
376235^Rocher费列罗T30榛果威化巧克力375g (进口)^67|550|230
377144^SanDisk 闪迪 手机存储卡microSDHC Class4 32GB TF卡^1057|268|902
379043^苏菲的世界^832|519|1
379192^三国演义^832|519|1
379243^苏菲的世界^832|1101|1116
380132^朗文?外研社?新概念英语1(学生用书)(盒装CD版)(附光盘2张)^832|1101|921
381668^红楼梦^832|519|1
382524^SanDisk 闪迪 Extreme Pro microSDHC Class10 8GB至尊超极速移动存储卡 UHS-1制式 写最高90MB/s,读最高95MB/s 支持3D视频拍摄(红黑、红金两种颜色随机配送)^1057|268|902
383502^不抱怨的世界(增订版)(附不抱怨手环1只)^832|665|170
383508^TOSHIBA 东芝 64G TF(microSDXC)存储卡(Class10)30MB/s 黑色^1057|268|902
383570^HUAWEI 华为 Ascend P6 联通3G手机 WCDMA/GSM(阿尔卑斯白)^1128|640|304
383875^SanDisk 闪迪 microSDHC Class10 16GB 至尊极速移动存储卡 UHS-1制式 读取速度最高可达45MB/s^1057|268|902
383876^SanDisk 闪迪 microSDHC Class10 64GB 至尊极速移动存储卡 UHS-1制式 读取速度最高可达45MB/s^1057|268|902
383918^三国演义(学生版)^832|519|1
385324^Rocher费列罗T16榛果威化巧克力200g (进口)^67|550|230
385373^PNY 必恩威 纽约双子盘 天空蓝 16GB 优盘^1057|268|378
385944^Canon 佳能 EOS 600D 数码单反机身^1128|31|591
386982^PIGEON贝亲婴儿柔湿巾80片3连包(KA36*3)PL135(特卖)^911|572|523
387693^我的第一本专注力训练书^832|1101|1086
388462^TOSHIBA 东芝 黑甲虫系列 2.5寸 500GB USB3.0 移动硬盘(白色)^1057|268|814
391603^Mentholatum曼秀雷敦肌研极润保湿化妆水170ml(日本热卖4秒1瓶皇牌产品 )^916|451|1123
392358^五天学会绘画(第22版)^832|1101|1086
392686^Transcend 创见 microSDHC Class4 TF卡 16G^1057|268|902
393377^正能量^832|723|221
394152^HUAWEI 华为 Ascend P6 3G手机(粉色 电信定制)CDMA2000/GSM、双卡双待,浪漫粉色,品味之选^1128|640|304
394313^从你的全世界路过:让所有人心动的故事^832|519|402
394804^Pride and Prejudice (Barnes & Noble Classics Series)^832|476|923
395946^浮沉^832|519|1
396382^森海塞尔 Sennheiser MX80 耳塞式耳机(黑色)^1057|439|992
397985^红楼梦^832|519|1
